TT,CT,PA,RA,ECP1,ECP2,ECP3,ECP4,ECP5,FR,DR,GP,SV,LTV,LHV,fine sand-1,silty clay-1,silty clay-2,silty clay-3,AS
99133,9,10.2,0.7,3.495,3.362,4.748,3.791,4.794,2080,2225,5.374,1,38,31,0,0.64,7.57,5.79,19
96136,8,10.2,0.5,3.448,3.271,4.731,3.709,4.79,2080,2225,6.507,6,38,33,0,0.64,7.57,5.79,11
96327,8,10.4,0.5,3.544,3.387,4.988,3.842,4.857,2080,2225,7.664,-6,37,28,0,0.64,7.57,5.79,17
99688,8,10.6,0.5,3.632,3.58,5.043,3.987,4.981,2080,2225,7.325,6,35,31,0,0.64,7.57,5.79,13
99739,8,10.6,0.2,3.647,3.539,4.989,3.962,4.937,2080,2225,6.179,3,36,28,0,0.64,7.57,5.79,14
99090,9,10.9,0.4,3.589,3.498,5.078,3.925,4.931,2080,2225,6.082,-5,36,27,0,0.64,7.57,5.79,14
97649,9,10.9,0.2,3.527,3.316,4.839,3.762,4.806,2080,2225,5.397,-1,36,27,0,0.64,7.57,5.79,16
99227,8,10.8,0,3.584,3.44,4.878,3.869,4.838,2080,2225,5.187,4,36,28,0,0.64,7.57,5.79,14
98793,8,10.9,-0.2,3.613,3.519,4.886,3.932,4.967,2080,2225,5.724,2,34,28,0,0.64,7.57,5.79,9
101149,7,11.1,-0.2,3.67,3.636,4.874,4.121,5.067,2080,2225,6.577,9,34,31,0,0.64,7.57,5.79,9
105244,9,10.9,-0.2,3.669,3.624,5.199,4.179,5.116,2080,2225,5.755,10,34,32,0,0.64,7.57,5.79,14
96547,9,10.6,0.2,3.594,3.344,5.133,3.784,4.816,2080,2225,8.246,4,35,32,0,0.64,7.57,5.79,17
95785,9,10.4,0.4,3.563,3.332,4.85,3.785,4.84,2080,2225,6.921,5,35,31,0,0.64,7.57,5.79,19
100376,9,10.6,0.5,3.608,3.696,5.146,4.071,4.877,2080,2225,8.573,4,36,32,0,0.64,7.57,5.79,19
92381,6,11.1,0.4,3.515,3.283,4.974,3.676,4.76,2080,2225,6.744,14,34,36,0,0.64,7.57,5.79,9
95218,6,10.9,0.5,3.55,3.291,4.897,3.719,4.767,2080,2225,6.724,11,37,35,0,0.64,7.57,5.79,10
93983,6,10.8,0.5,3.472,3.268,4.845,3.693,4.734,2080,2225,6.774,3,36,33,0,0.64,7.57,5.79,11
94326,7,10.9,0.5,3.445,3.202,5.042,3.66,4.703,2080,2225,6.491,3,36,33,0,0.64,7.57,5.79,12
98837,7,10.9,0.5,3.703,3.501,4.865,3.988,4.948,2080,2225,6.694,3,36,33,0,0.64,7.57,5.79,8
96420,6,11.1,0.7,3.59,3.474,5.153,3.992,4.942,2080,2225,6.074,16,38,36,0,0.64,7.57,5.79,9
95712,6,11.1,0.7,3.598,3.46,5.115,3.87,4.841,2080,2225,6.593,12,37,35,0,0.64,7.57,5.79,11
93883,7,11.1,0.5,3.47,3.241,5.144,3.688,4.731,2080,2225,6.573,20,38,36,0,0.64,7.57,5.79,10
95173,7,10.9,0.9,3.52,3.315,4.896,3.761,4.723,2080,2225,5.863,13,39,37,0,0.64,7.57,5.79,9
95631,6,10.6,0.9,3.587,3.377,4.85,3.815,4.789,2080,2225,6.928,12,39,35,0,0.64,7.57,5.79,9
96873,6,10.6,1.1,3.643,3.486,4.885,3.963,4.899,2080,2225,6.955,9,39,37,0,0.64,7.57,5.79,8
99334,8,10.4,0.9,3.506,3.261,4.663,3.728,4.728,2080,2225,5.13,8,38,37,0,0.64,7.57,5.79,15
97850,8,10.4,1.2,3.569,3.369,4.751,3.832,4.77,2080,2225,6.445,6,38,37,0,0.64,7.57,5.79,13
97542,8,10.4,1.2,3.654,3.508,5.28,4.013,4.93,2080,2225,6.863,5,39,35,0,0.64,7.57,5.79,12
95758,7,10.4,1.2,3.652,3.481,5.345,3.944,4.896,2080,2225,5.632,1,40,36,0,0.64,7.57,5.79,12
96752,7,10.1,1.1,3.583,3.397,5.15,3.815,4.785,2080,2225,7.895,-1,40,35,0,0.64,7.57,5.79,10
97258,5,10.1,1.1,3.623,3.598,5.277,4.052,5.02,2080,2225,7.249,2,42,34,0,0.64,7.57,5.79,11
92694,5,10.1,0.9,3.514,3.291,5.063,3.746,4.779,2080,2225,7.086,11,41,37,0,0.64,7.57,5.79,13
89719,5,10.2,0.9,3.477,3.206,4.9,3.652,4.685,2080,2225,6.073,5,40,35,0,0.64,7.57,5.79,13
89522,5,10.2,0.9,3.462,3.251,4.936,3.678,4.687,2080,2225,6.027,4,41,35,0,0.64,7.57,5.79,13
90140,5,10.2,0.9,3.441,3.21,4.937,3.643,4.675,2080,2225,6.781,6,42,36,0,0.64,7.57,5.79,13
90933,6,10.2,0.9,3.469,3.24,4.786,3.681,4.665,2080,2225,6.622,7,42,36,0,0.64,7.57,5.79,13
90638,7,10.2,0.9,3.466,3.233,4.634,3.656,4.593,2080,2225,5.706,9,42,37,0,0.64,7.57,5.79,13
91311,6,10.2,0.7,3.487,3.25,4.532,3.696,4.624,2080,2225,6.246,4,41,35,0,0.64,7.57,5.79,13
91480,6,10.4,0.7,3.45,3.222,4.424,3.655,4.642,2080,2225,5.421,5,41,34,0,0.64,7.57,5.79,13
91706,6,10.4,0.7,3.44,3.225,4.505,3.666,4.644,2080,2225,5.98,8,43,35,0,0.64,7.57,5.79,13
93075,6,10.4,0.5,3.473,3.264,4.869,3.703,4.664,2080,2225,5.562,10,42,36,0,0.64,7.57,5.79,14
91805,6,10.4,0.5,3.461,3.274,4.838,3.72,4.694,2080,2225,6.733,4,43,33,0,0.64,7.57,5.79,13
92207,8,10.4,0.5,3.484,3.299,4.924,3.72,4.718,2080,2225,6.075,9,42,35,0,0.64,7.57,5.79,12
93905,7,10.4,0.4,3.64,3.501,5,3.945,4.885,2080,2225,7.139,5,44,35,0,0.64,7.57,5.79,11
96221,9,10.6,0.2,3.549,3.377,4.924,3.8,4.755,2080,2225,5.641,-1,46,34,0,0.64,7.57,5.79,20
93630,7,10.4,0.4,3.508,3.358,4.975,3.824,4.785,2080,2225,6.818,-3,46,31,0,0.64,7.57,5.79,14
93311,6,10.4,0.5,3.568,3.424,5.09,3.863,4.809,2080,2225,7.922,6,47,33,0,0.64,7.57,5.79,12
92064,7,10.2,0.5,3.49,3.301,4.927,3.749,4.76,2080,2225,7.152,4,49,34,0,0.64,7.57,5.79,14
95810,7,10.6,0.4,3.484,3.355,4.782,3.789,4.804,2080,2225,8.845,17,50,39,0,0.64,7.57,5.79,13
99120,6,10.6,0.2,3.625,3.624,4.915,4.044,4.942,2080,2225,7.668,9,51,37,0,0.64,7.57,5.79,13
96037,6,10.8,0.2,3.513,3.358,4.772,3.811,4.808,2080,2225,7.417,9,51,37,0,0.64,7.57,5.79,12
97144,6,10.9,0.2,3.604,3.494,4.759,4.021,4.865,2080,2225,7.081,13,53,38,0,0.64,7.57,5.79,13
101560,6,10.9,0,3.66,3.76,4.838,4.232,5,2080,2225,7.53,16,53,39,0,0.64,7.57,5.79,9
101407,7,11.1,0.2,3.569,3.681,4.778,4.013,4.99,2080,2225,7.353,13,53,37,0,0.64,7.57,5.79,9
97147,7,11.3,0,3.579,3.457,4.655,3.887,4.889,2080,2225,7.813,20,55,39,0,0.64,7.57,5.79,14
96924,8,11.1,-0.2,3.525,3.379,4.583,3.826,4.799,2080,2225,7.894,25,54,41,0,0.64,7.57,5.79,13
95301,7,11.1,-0.2,3.486,3.32,4.52,3.749,4.722,2080,2225,7.5,16,56,40,0,0.64,7.57,5.79,13
96581,8,11.1,-0.4,3.43,3.277,4.354,3.76,4.741,2080,2225,8.288,14,57,39,0,0.64,7.57,5.79,14
103193,8,11.5,-0.2,3.702,3.781,4.832,4.222,5.068,2080,2225,8.651,19,58,43,0,0.64,7.57,5.79,12
100704,8,11.3,-0.4,3.585,3.503,4.729,3.941,4.908,2080,2225,8.156,40,58,49,0,0.64,7.57,5.79,12
100812,7,11.1,-0.4,3.59,3.554,4.803,3.968,4.922,2080,2225,6.199,18,60,43,0,0.64,7.57,5.79,10
100424,6,11.5,-0.4,3.571,3.556,4.724,4.014,4.962,2080,2225,7.191,18,60,43,0,0.64,7.57,5.79,12
101502,8,11.6,-0.4,3.554,3.441,4.648,3.899,4.91,2080,2225,7.031,20,61,42,0,0.64,7.57,5.79,13
99698,5,10.8,-0.4,3.543,3.487,4.506,3.949,4.844,2080,2225,6.154,47,62,49,0,0.64,7.57,5.79,10
103600,6,10.9,-0.4,3.622,3.65,4.623,4.09,4.967,2080,2225,6.227,18,64,44,0,0.64,7.57,5.79,13
101920,5,10.9,-0.4,3.604,3.635,4.572,4.093,4.922,2080,2225,5.877,14,64,43,0,0.64,7.57,5.79,14
96891,6,10.9,-0.4,3.51,3.425,4.524,3.877,4.872,2080,2225,6.992,14,63,43,0,0.64,7.57,5.79,16
97035,4,10.9,-0.4,3.541,3.533,4.397,3.99,4.886,2080,2225,6.818,16,63,44,0,0.64,7.57,5.79,14
98054,7,10.9,-0.5,3.527,3.468,4.3,3.941,4.943,2080,2225,7.873,9,65,41,0,0.64,7.57,5.79,16
96316,7,10.8,-0.4,3.546,3.477,4.285,3.934,4.981,2080,2225,7.726,14,65,42,0,0.64,7.57,5.79,17
94571,8,10.8,-0.5,3.515,3.41,4.276,3.858,4.949,2080,2225,8.326,15,64,43,0,0.64,7.57,5.79,17
96600,7,10.8,-0.5,3.537,3.537,4.287,3.925,4.965,2080,2225,8.296,12,67,43,0,0.64,7.57,5.79,18
96418,8,10.6,-0.7,3.558,3.538,4.298,4.005,5.005,2080,2225,7.824,14,68,45,0,0.64,7.57,5.79,16
97354,9,10.4,-0.9,3.559,3.525,4.162,3.978,4.988,2080,2225,8.402,17,67,47,0,0.64,7.57,5.79,15
101438,9,10.6,-0.9,3.606,3.704,4.243,4.135,5.12,2080,2225,8.761,12,68,46,0,0.64,7.57,5.79,16
107112,8,11.5,-1.1,3.602,3.684,4.387,4.15,5.063,2080,2225,4.252,47,67,53,0,0.64,7.57,5.79,9
104692,6,11.6,-1.1,3.563,3.675,4.306,4.123,5.051,2080,2225,4.404,27,65,47,0,0.64,7.57,5.79,7
101001,7,10.9,-1.1,3.602,3.63,4.637,4.099,5.041,2080,2225,5.969,37,65,52,0,0.64,7.57,5.79,7
100039,9,11.1,-1.1,3.482,3.33,4.38,3.82,4.863,2080,2225,5.575,25,64,45,0,0.64,7.57,5.79,14
102077,8,11.3,-0.9,3.532,3.448,4.44,3.984,4.948,2080,2225,4.406,22,64,46,0,0.64,7.57,5.79,11
99404,8,11.3,-0.9,3.507,3.449,4.424,3.866,4.859,2080,2225,4.558,16,63,44,0,0.64,7.57,5.79,10
100402,8,11.1,-0.9,3.53,3.523,4.451,3.836,4.89,2080,2225,4.823,11,62,41,0,0.64,7.57,5.79,10
102111,8,11.1,-1.1,3.58,3.542,4.446,4.029,4.95,2080,2225,4.668,25,62,45,0,0.64,7.57,5.79,9
101612,9,10.9,-1.1,3.578,3.528,4.641,4.025,5.028,2080,2225,4.312,22,61,45,0,0.64,7.57,5.79,11
101945,8,11.1,-0.7,3.584,3.644,4.755,4.09,4.99,2080,2225,4.903,19,61,43,0,0.64,7.57,5.79,10
101801,7,11.1,-0.9,3.615,3.685,4.952,4.079,5.174,2080,2225,4.287,18,60,44,0,0.64,7.57,5.79,9
98576,7,10.9,-0.9,3.491,3.417,4.621,3.965,4.916,2080,2225,4.772,18,60,44,0,0.64,7.57,5.79,11
93410,5,10.9,-0.9,3.583,3.353,4.631,3.919,4.872,2080,2225,3.498,13,59,45,0,0.64,7.57,5.79,5
97316,7,10.9,-0.7,3.634,3.454,4.567,3.95,4.878,2080,2225,4.182,14,59,42,0,0.64,7.57,5.79,12
93467,5,10.8,-0.9,3.598,3.388,4.404,3.852,4.754,2080,2225,3.979,19,57,43,0,0.64,7.57,5.79,8
92123,6,10.8,-0.7,3.596,3.423,4.548,3.886,4.861,2080,2225,6.005,19,57,43,0,0.64,7.57,5.79,7
91446,6,10.2,-0.7,3.609,3.396,4.729,3.86,4.813,2080,2225,5.189,9,54,42,0,0.64,7.57,5.79,9
97145,4,10.2,-0.7,3.686,3.694,4.67,4.164,5.017,2080,2225,5.263,11,53,41,0,0.64,7.57,5.79,8
91514,5,10.2,-0.7,3.533,3.354,4.343,3.776,4.802,2080,2225,6.076,12,53,44,0,0.64,7.57,5.79,8
91140,5,10.2,-0.5,3.563,3.372,4.328,3.832,4.813,2080,2225,6.038,12,53,44,0,0.64,7.57,5.79,7
91205,6,10.1,-0.5,3.624,3.396,4.157,3.841,4.8,2080,2225,5.433,13,51,44,0,0.64,7.57,5.79,11
92068,6,10.1,-0.5,3.534,3.364,4.259,3.787,4.79,2080,2225,5.218,34,52,50,0,0.64,7.57,5.79,13
94474,6,9.9,-0.5,3.584,3.43,4.405,3.89,4.786,2080,2225,5.679,53,52,55,0,0.64,7.57,5.79,14
91388,5,9.3,-0.5,3.612,3.476,4.349,3.914,4.882,2080,2225,4.73,7,45,44,0,0.64,7.57,5.79,12
91940,7,9.7,-0.4,3.524,3.371,4.459,3.775,4.808,2080,2225,5.742,6,47,42,0,0.64,7.57,5.79,14
89429,6,9.7,-0.4,3.478,3.294,4.405,3.707,4.757,2080,2225,5.801,12,45,46,0,0.64,7.57,5.79,14
89044,6,9.5,-0.4,3.493,3.321,4.156,3.763,4.749,2080,2225,6.563,8,43,44,0,0.64,7.57,5.79,13
90383,6,9.5,-0.4,3.527,3.37,4.179,3.829,4.778,2080,2225,5.748,2,39,44,0,0.64,7.57,5.79,14
90202,7,9.5,-0.4,3.542,3.363,4.455,3.777,4.753,2080,2225,5.71,8,37,44,0,0.64,7.57,5.79,14
90595,7,9.5,-0.4,3.562,3.385,4.195,3.84,4.769,2080,2225,5.743,9,36,45,0,0.64,7.57,5.79,13
91748,7,9.5,-0.4,3.629,3.525,4.209,3.96,4.878,2080,2225,6.386,5,35,43,0,0.64,7.57,5.79,13
92737,7,9.7,-0.4,3.582,3.426,4.218,3.859,4.811,2080,2225,5.816,5,35,44,0,0.64,7.57,5.79,13
90085,7,9.5,-0.4,3.475,3.269,4.306,3.721,4.773,2080,2225,5.53,-2,34,42,0,0.64,7.57,5.79,14
90538,7,9.9,-0.4,3.462,3.277,4.35,3.76,4.823,2080,2225,5.178,8,33,45,0,0.64,7.57,5.79,16
93134,8,10.1,-0.2,3.496,3.304,4.387,3.754,4.767,2080,2225,5.93,9,31,43,0,0.64,7.57,5.79,18
91797,9,10.1,-0.2,3.528,3.306,4.4,3.772,4.731,2080,2225,5.646,10,27,43,0,0.64,7.57,5.79,19
95763,9,9.9,0,3.674,3.533,4.477,3.983,4.902,2080,2225,7.057,6,21,41,0,0.64,7.57,5.79,18
97692,10,9.9,0.2,3.573,3.591,4.657,3.988,5.028,2080,2225,6.797,-2,16,40,0,0.64,7.57,5.79,16
101335,9,9.5,0.2,3.72,3.798,4.973,4.124,5.068,2080,2225,5.039,-1,13,37,0,0.64,7.57,5.79,16
98735,7,9.7,0.2,3.694,3.748,4.975,4.225,5.095,2080,2225,7.825,-4,12,36,0,0.64,7.57,5.79,13
99366,7,9.7,0.2,3.899,3.728,4.854,4.168,5.037,2080,2225,7.818,1,6,38,0,0.64,7.57,5.79,12
97678,9,9.9,0.4,3.543,3.47,4.677,3.918,4.935,2080,2225,7.661,10,4,40,0,0.64,7.57,5.79,14
102640,8,10.1,0.4,3.656,3.738,4.781,4.252,5.139,2080,2225,6.461,-1,1,39,0,0.64,7.57,5.79,11
102496,9,10.1,0.4,3.662,3.572,5.041,4.022,5.007,2080,2225,5.406,-3,3,39,0,0.64,7.57,5.79,13
104372,9,10.2,0.5,3.638,3.7,5.063,4.339,5.077,2080,2225,6.344,19,2,45,0,0.64,7.57,5.79,11
100188,5,10.6,0.4,3.716,3.778,4.953,4.258,5.117,2080,2225,4.672,20,2,44,0,0.64,7.57,5.79,12
100054,8,10.6,0.5,3.563,3.424,4.837,3.833,4.941,2080,2225,5.491,10,-2,40,0,0.64,7.57,5.79,13
108733,7,10.8,0.4,3.709,3.934,5.087,4.416,5.263,2080,2225,5.744,3,-1,40,0,0.64,7.57,5.79,10
97651,3,10.8,0.5,3.677,3.572,4.54,3.987,4.929,2080,2225,5.095,14,-1,43,0,0.64,7.57,5.79,10
100345,7,10.8,0.4,3.594,3.42,4.502,3.872,4.852,2080,2225,6.262,11,-4,40,0,0.64,7.57,5.79,13
98669,6,10.8,0.5,3.639,3.497,4.487,3.91,4.84,2080,2225,7.934,9,-5,38,0,0.64,7.57,5.79,12
96925,7,10.8,0.5,3.594,3.24,4.454,3.702,4.784,2080,2225,8.326,9,-8,39,0,0.64,7.57,5.79,14
97929,6,10.6,0.5,3.623,3.417,4.162,3.865,4.857,2080,2225,8.505,6,-12,37,0,0.64,7.57,5.79,11
96076,7,10.4,0.5,3.603,3.349,4.555,3.819,4.817,2080,2225,7.492,28,-12,43,0,0.64,7.57,5.79,13
102705,7,10.8,0.7,3.632,3.543,4.556,3.986,4.929,2080,2225,6.378,20,-13,44,0,0.64,7.57,5.79,11
97477,6,10.4,0.7,3.641,3.462,4.694,3.885,4.899,2080,2225,7.177,11,-12,41,0,0.64,7.57,5.79,14
96993,6,10.2,0.7,3.551,3.311,4.621,3.771,4.82,2080,2225,6.551,10,-12,41,0,0.64,7.57,5.79,14
99177,6,10.4,0.7,3.576,3.344,4.593,3.793,4.813,2080,2225,4.957,33,-12,48,0,0.64,7.57,5.79,13
101714,7,10.4,0.7,3.556,3.321,4.594,3.767,4.807,2080,2225,4.749,23,-11,46,0,0.64,7.57,5.79,11
102893,7,10.6,0.7,3.602,3.425,4.822,3.866,4.882,2080,2225,4.589,42,-11,51,0,0.64,7.57,5.79,13
102938,8,10.8,0.7,3.657,3.402,4.861,3.831,4.871,2080,2225,5.015,63,-11,57,0,0.64,7.57,5.79,14
105117,8,10.8,0.9,3.634,3.611,4.982,4.074,4.971,2080,2225,5.058,73,-11,60,0,0.64,7.57,5.79,11
102200,8,10.8,0.9,3.627,3.397,4.775,3.807,4.835,2080,2225,4.867,84,-11,63,0,0.64,7.57,5.79,13
100189,8,10.8,0.9,3.513,3.281,4.678,3.754,4.81,2080,2225,5.798,103,-10,69,0,0.64,7.57,5.79,13
10025,8,10.8,0.9,3.561,3.355,4.544,3.784,4.859,2080,2225,4.533,114,-10,73,0,0.64,7.57,5.79,13
10072,8,10.8,0.9,3.467,3.35,4.784,3.82,4.848,2080,2225,5.311,11,-13,38,0,0.64,7.57,5.79,13
9828,8,10.8,0.9,3.491,3.264,4.744,3.739,4.706,2080,2225,6.107,33,-14,44,0,0.64,7.57,5.79,13
9876,9,10.6,0.9,3.609,3.472,4.998,3.858,4.857,2080,2225,6.295,22,-15,44,0,0.64,7.57,5.79,12
9804,9,10.6,1.1,3.551,3.337,4.864,3.818,4.818,2080,2225,5.161,23,-15,44,0,0.64,7.57,5.79,14
9947,8,10.8,1.1,3.576,3.372,4.822,3.83,4.844,2080,2225,5.02,33,-15,47,0,0.64,7.57,5.79,12
9947,8,10.6,1.1,3.607,3.373,4.878,3.903,4.854,2080,2225,4.949,54,-15,53,0,0.64,7.57,5.79,14
9500,7,10.2,1.1,3.529,3.287,4.902,3.809,4.821,2080,2225,4.554,74,-15,59,0,0.64,7.57,5.79,13
9662,9,10.2,0.9,3.529,3.33,4.847,3.777,4.8,2080,2225,6.718,87,-15,63,0,0.64,7.57,5.79,12
9799,8,10.2,0.7,3.552,3.334,4.737,3.793,4.822,2080,2225,6.189,96,-15,66,0,0.64,7.57,5.79,13
9689,7,10.4,0.7,3.397,3.261,4.615,3.72,4.802,2080,2225,4.741,105,-15,69,0,0.64,7.57,5.79,9
9888,9,10.4,0.7,3.459,3.294,4.507,3.759,4.815,2080,2225,5.229,116,-15,72,0,0.64,7.57,5.79,14
9917,9,10.4,0.5,3.469,3.279,4.411,3.78,4.812,2080,2225,5.536,132,-15,78,0,0.64,7.57,5.79,13
10321,9,10.4,0.5,3.613,3.513,4.836,3.983,4.935,2080,2225,5.745,139,-15,81,0,0.64,7.57,5.79,16
10191,10,10.4,0.4,3.585,3.489,4.764,3.96,4.969,2080,2225,5.772,150,-15,85,0,0.64,7.57,5.79,14
10175,10,10.2,0.2,3.539,3.42,4.766,3.926,4.952,2080,2225,5.34,155,-15,87,0,0.64,7.57,5.79,15
10043,10,10.6,0.2,3.514,3.358,4.77,3.855,4.895,2080,2225,5.899,170,-15,93,0,0.64,7.57,5.79,16
9990,11,10.6,0,3.476,3.299,4.733,3.838,4.847,2080,2225,5.652,16,-16,45,0,0.64,7.57,5.79,18
10186,11,10.6,-0.2,3.525,3.36,4.587,3.802,4.855,2080,2225,5.908,10,-15,42,0,0.64,7.57,5.79,16
10307,12,10.8,0,3.539,3.369,4.883,3.82,4.888,2080,2225,5.473,29,-16,47,0,0.64,7.57,5.79,15
10393,11,10.8,-0.2,3.534,3.329,4.822,3.712,4.853,2080,2225,5.209,16,-15,67,0,0.64,7.57,5.79,13
10330,10,10.4,-0.4,3.56,3.396,4.928,3.821,4.899,2080,2225,5.795,13,-13,44,0,0.64,7.57,5.79,8
10588,9,10.2,-0.4,3.686,3.749,5.184,4.166,5.078,2080,2225,8.094,11,-13,46,0,0.64,7.57,5.79,10
10253,10,10.2,-0.4,3.585,3.418,5.558,3.98,4.997,2080,2225,6.925,9,-13,45,0,0.64,7.57,5.79,13
10382,10,10.2,-0.4,3.668,3.681,5.503,4.085,4.987,2080,2225,8.067,18,-12,49,0,0.64,7.57,5.79,10
10484,11,10.1,-0.4,3.593,3.471,5.341,4.136,5.022,2080,2225,8.185,13,-12,48,0,0.64,7.57,5.79,13
10437,10,10.1,-0.2,3.622,3.499,5.306,4.057,4.986,2080,2225,6.916,11,-12,47,0,0.64,7.57,5.79,12
10535,9,9.9,0,3.653,3.538,5.495,4.031,5.011,2080,2225,7.833,7,-11,47,0,0.64,7.57,5.79,9
10383,9,9.9,0,3.572,3.39,5.401,4.004,4.965,2080,2225,7.951,10,-11,50,0,0.64,7.57,5.79,10
10409,11,9.9,0,3.548,3.391,5.771,4.006,4.862,2080,2225,6.746,17,-11,53,0,0.64,7.57,5.79,13
10436,10,9.7,0,3.599,3.439,5.731,4.044,4.839,2080,2225,6.208,19,-10,54,0,0.64,7.57,5.79,11
10434,9,9.7,0,3.575,3.475,5.561,4.044,4.937,2080,2225,8.133,17,-10,53,0,0.64,7.57,5.79,11
10358,10,9.9,0,3.524,3.372,5.296,3.873,4.906,2080,2225,6.876,14,-9,53,0,0.64,7.57,5.79,12
10518,10,9.9,0.2,3.649,3.611,5.075,3.997,4.99,2080,2225,8.453,16,-7,56,0,0.64,7.57,5.79,9
10399,9,9.9,0.2,3.64,3.508,5.416,3.946,4.909,2080,2225,6.245,14,-6,55,0,0.64,7.57,5.79,9
10356,9,10.1,0.4,3.57,3.405,5.198,3.927,4.956,2080,2225,6.125,25,-8,57,0,0.64,7.57,5.79,11
10217,10,9.9,0.5,3.486,3.366,5.439,3.872,4.912,2080,2225,7.688,23,-7,57,0,0.64,7.57,5.79,11
10202,9,9.9,0.5,3.528,3.369,5.435,3.864,4.92,2080,2225,7.906,21,-5,57,0,0.64,7.57,5.79,14
10268,10,9.9,0.7,3.533,3.304,5.485,3.862,4.937,2080,2225,6.944,18,-5,57,0,0.64,7.57,5.79,14
10033,9,9.3,0.5,3.434,3.23,5.275,3.797,4.887,2080,2225,9.545,21,-4,60,0,0.64,7.57,5.79,11
10512,10,9.5,0.2,3.568,3.414,5.169,4.014,5.004,2080,2225,8.54,20,-2,60,0,0.64,7.57,5.79,12
10525,10,9.7,0.2,3.559,3.491,5.032,3.967,4.882,2080,2225,7.238,26,-1,62,0,0.64,7.57,5.79,12
10809,10,9.5,0.2,3.659,3.594,5.13,4.035,5.102,2080,2225,8.707,27,-1,61,0,0.64,7.57,5.79,13
10193,10,9.3,0,3.518,3.35,5.143,3.834,4.928,2080,2225,8.915,29,1,65,0,0.64,7.57,5.79,14
10924,9,9.5,0.4,3.646,3.702,5.889,4.246,5.143,2080,2225,7.959,31,2,68,0,0.64,7.57,5.79,10
11797,10,9.7,0.5,3.778,3.991,6.577,4.525,5.437,2080,2225,6.434,24,2,64,0,0.64,7.57,5.79,16
11363,11,9.5,0.7,3.632,3.733,5.953,4.174,5.166,2080,2225,7.132,31,5,66,0,0.64,7.57,5.79,17
11206,12,9.7,0.9,3.654,3.719,6.121,4.155,5.104,2080,2225,7.378,44,5,70,0,0.64,7.57,5.79,15
10706,8,9.7,0.9,3.634,3.491,5.727,4.041,5.088,2080,2225,5.952,26,6,65,0,0.64,7.57,5.79,17
11350,13,9.7,0.9,3.674,3.588,6.396,4.043,5.131,2080,2225,6.945,20,7,64,0,0.64,7.57,5.79,15
11271,11,9.7,1.1,3.655,3.57,6.067,4.071,5.225,2080,2225,6.821,26,6,65,0,0.64,7.57,5.79,11
11132,11,9.9,1.1,3.612,3.508,5.667,3.917,5.137,2080,2225,6.877,21,8,63,0,0.64,7.57,5.79,9
10649,8,9.9,1.1,3.614,3.464,5.578,3.922,5.03,2080,2225,7.386,33,5,67,0,0.64,7.57,5.79,4
10884,10,9.9,1.1,3.618,3.494,5.552,3.926,5.039,2080,2225,7.536,29,6,64,0,0.64,7.57,5.79,7
10788,9,10.2,1.2,3.589,3.411,5.503,3.954,5.119,2080,2225,7.611,28,6,66,0,0.64,7.57,5.79,11
11098,12,9.7,1.1,3.555,3.355,5.717,3.97,5.066,2080,2225,6.559,25,6,65,0,0.64,7.57,5.79,13
10299,7,9.2,1.1,3.61,3.454,5.411,4.061,5.037,2080,2225,8.998,32,3,65,0,0.64,7.57,5.79,4
10852,9,8.8,1.1,3.746,3.666,5.574,4.181,5.111,2080,2225,8.854,49,3,70,0,0.64,7.57,5.79,15
11016,11,8.8,0.9,3.749,3.874,5.54,4.174,5.098,2080,2225,9.945,22,6,63,0,0.64,7.57,5.79,10
10494,11,8.6,0.9,3.686,3.509,5.41,4.17,5.036,2080,2225,9.833,13,7,62,0,0.64,7.57,5.79,15
10927,11,8.3,0.5,3.809,3.847,5.459,4.181,5.222,2080,2225,7.932,17,8,65,0,0.64,7.57,5.79,21
10242,10,9.2,0.2,3.737,3.563,5.494,4.136,4.982,2080,2225,9.699,24,7,66,0,0.64,7.57,5.79,8
10357,9,9.5,0.4,3.773,3.613,5.467,4.133,5.037,2080,2225,8.339,29,9,65,0,0.64,7.57,5.79,8
10104,6,9.2,0.5,3.715,3.547,5.659,4.124,5.01,2080,2225,7.389,37,9,69,0,0.64,7.57,5.79,3
10735,8,9.3,0.4,3.701,3.585,5.622,4.127,5.17,2080,2225,7.988,40,9,70,0,0.64,7.57,5.79,7
