TT,CT,PA,RA,ECP1,ECP2,ECP3,ECP4,ECP5,FR,DR,GP,SV,LTV,LHV,fine sand-1,silty clay-1,silty clay-2,silty clay-3,AS
87071,7,15.3,1.6,2.612,2.54,4.061,3.053,4.208,2282.57,2737.54,5.532,90,46,60,0,6.5,7.4,0,17
90652,7,15.3,1.6,2.686,2.611,3.864,3.086,4.235,2266.24,2387.388,6.068,70,45,54,0,6.5,7.4,0,15
88854,6,15.3,1.4,2.728,2.691,4.349,3.107,4.323,2202.185,2453.215,6.569,69,46,54,0,6.5,7.4,0,16
91780,8,15,1.1,2.611,2.574,3.771,3.082,4.152,2468.913,1799.244,3.938,52,49,39,0,6.5,7.4,0,20
87652,7,15.2,1.2,2.597,2.545,4.215,3.054,4.144,2411.82,2642.976,4.786,51,48,38,0,6.5,7.4,0,21
88377,6,15.2,1.2,2.661,2.609,3.921,3.087,4.189,2483.091,3500,4.737,66,48,42,0,6.5,7.4,0,18
87671,6,15,1.1,2.593,2.534,3.866,3.059,4.134,2531.955,3019.206,4.438,62,49,40,0,6.5,7.4,0,21
84143,7,15,0.9,2.538,2.473,3.906,3.037,4.091,2626.519,2381.438,4.7,62,49,40,0,6.5,7.4,0,22
85617,6,14.8,0.7,2.654,2.587,3.973,3.11,4.192,2702.474,3500,4.178,55,48,41,0,6.5,7.4,0,20
82540,5,14.8,0.7,2.562,2.475,3.939,3.048,4.068,2732.603,3102.503,3.887,62,48,41,0,6.5,7.4,0,22
83232,7,14.6,0.4,2.567,2.446,3.923,3.044,4.064,2612.594,1980.017,3.724,49,48,40,0,6.5,7.4,0,22
84682,7,14.5,0.2,2.618,2.55,3.923,3.079,4.127,2607.783,2816.913,3.728,55,48,41,0,6.5,7.4,0,22
83624,7,14.5,0,2.545,2.478,3.946,3.039,4.045,2697.157,2423.846,3.158,50,48,42,0,6.5,7.4,0,23
85031,5,14.3,-0.2,2.544,2.474,4.482,3.048,4.023,2511.448,3500,2.209,54,48,43,0,6.5,7.4,0,20
82296,6,14.1,-0.4,2.605,2.554,4.4,3.066,4.081,2409.668,1377.062,3.131,55,48,45,0,6.5,7.4,0,21
83414,7,13.9,-0.4,2.626,2.549,4.418,3.069,4.057,2539.804,2743.49,2.713,47,48,43,0,6.5,7.4,0,21
83658,6,13.8,-0.5,2.622,2.542,4.06,3.068,4.046,2482.964,1513.274,2.988,65,48,48,0,6.5,7.4,0,21
83846,6,13.6,-0.5,2.686,2.653,4.137,3.108,4.115,2442.202,1668.222,3.269,51,48,45,0,6.5,7.4,0,21
80503,7,13.8,-0.7,2.568,2.496,3.918,3.033,3.989,2489.8,1794.434,4.035,52,49,45,0,6.5,7.4,0,21
80458,7,13.4,-0.9,2.576,2.486,3.789,3.029,4.001,2526.765,2490.053,4.19,52,49,45,0,6.5,7.4,0,22
79915,6,13.2,-1.2,2.561,2.488,3.709,3.041,3.995,2571.325,1846.209,3.74,53,51,47,0,6.5,7.4,0,22
81276,7,12.9,-1.6,2.584,2.517,3.466,3.057,4.004,2612.594,3313.911,3.554,41,51,47,0,6.5,7.4,0,22
80401,6,12.9,-1.6,2.581,2.533,3.577,3.058,4.008,2670.699,2872.233,4.397,36,53,46,0,6.5,7.4,0,22
78948,6,12.7,-1.6,2.572,2.498,3.416,3.036,3.997,2532.842,2881.727,4.555,49,55,50,0,6.5,7.4,0,21
79609,5,12.7,-1.6,2.606,2.544,3.452,3.065,4.03,2590.947,2282.95,4.331,49,54,50,0,6.5,7.4,0,19
79913,6,12.9,-1.4,2.535,2.464,3.576,3.019,3.972,2711.209,2707.158,4.669,43,54,50,0,6.5,7.4,0,20
79494,6,12.7,-1.8,2.52,2.43,4.032,3.001,3.959,2623.861,3116.048,4.086,48,56,50,0,6.5,7.4,0,20
79892,6,12.7,-1.6,2.579,2.484,4.09,3.055,4.05,2578.541,3500,5.119,46,56,50,0,6.5,7.4,0,20
80382,6,12.5,-1.6,2.486,2.425,3.952,2.984,3.973,2199.526,2249.277,5.17,43,57,50,0,6.5,7.4,0,19
81720,5,12.3,-1.2,2.734,2.708,4.082,3.148,4.172,2245.352,2469.039,4.33,34,57,49,0,6.5,7.4,0,15
80670,5,12.2,-1.2,2.513,2.466,3.78,3.015,4.004,2253.96,2116.482,3.806,33,57,48,0,6.5,7.4,0,16
81898,3,12,-0.9,2.571,2.53,4.415,3.054,4.001,2316.497,2512.713,2.836,40,58,49,0,6.5,7.4,0,3
80294,6,11.6,-0.9,2.475,2.434,4.208,2.999,3.95,2340.802,2481.825,4.777,39,57,50,0,6.5,7.4,0,19
80599,6,11.5,-0.7,2.531,2.482,4.184,3.014,3.95,2373.589,2427.264,5.561,38,56,51,0,6.5,7.4,0,19
81551,6,11.8,-0.7,2.609,2.557,4.227,3.079,4.029,2265.1,2731.97,5.25,32,59,47,0,6.5,7.4,0,20
81550,6,11.3,-0.7,2.525,2.469,4.154,3.02,3.957,2358.398,3500,4.436,29,58,49,0,6.5,7.4,0,18
80547,7,11.1,-0.5,2.488,2.426,4.078,3.016,3.913,2301.052,2455.747,4.834,22,60,48,0,6.5,7.4,0,19
80413,6,10.8,-0.5,2.544,2.493,4.047,3.054,3.963,2291.938,1925.076,5.056,31,59,49,0,6.5,7.4,0,19
79771,6,10.8,-0.4,2.522,2.467,3.847,3.043,3.961,2312.952,2382.324,5.159,30,59,50,0,6.5,7.4,0,19
79083,5,10.8,-0.4,2.522,2.478,3.921,3.048,3.97,2355.614,3366.32,4.1,18,59,46,0,6.5,7.4,0,19
78647,5,10.6,-0.2,2.516,2.457,3.9,3.04,3.95,2359.664,2682.093,5.061,26,59,48,0,6.5,7.4,0,19
77650,6,10.6,0,2.474,2.403,3.821,3.007,3.915,2403.718,3032.118,4.983,27,59,48,0,6.5,7.4,0,22
78571,5,10.6,0,2.551,2.5,3.798,3.057,3.972,2223.325,2347.638,5.715,24,59,48,0,6.5,7.4,0,18
77880,6,10.6,0,2.522,2.485,3.721,3.048,3.966,2203.83,1877.604,6.072,22,58,47,0,6.5,7.4,0,18
77586,6,10.6,0.2,2.481,2.419,3.976,3.014,3.941,2313.458,2226.111,4.878,23,59,47,0,6.5,7.4,0,18
76327,5,10.6,0.2,2.5,2.434,3.835,3.024,3.956,2285.102,2155.093,5.027,26,58,47,0,6.5,7.4,0,18
76576,6,10.6,0.4,2.561,2.513,3.762,3.051,3.995,2216.996,2528.031,5.535,26,59,47,0,6.5,7.4,0,18
76114,6,10.4,0.2,2.525,2.455,3.623,3.024,3.983,2273.582,2547.526,4.869,22,60,47,0,6.5,7.4,0,18
73579,2,10.6,0.4,2.495,2.429,3.499,3.02,3.982,2295.862,2184.842,3.781,23,58,47,0,6.5,7.4,0,11
76776,5,10.8,0.4,2.601,2.547,3.544,3.078,4.077,2226.49,2207.248,5.098,23,59,46,0,6.5,7.4,0,18
75139,6,10.9,0.5,2.552,2.476,3.789,3.053,4.046,2253.328,2403.845,5.134,25,59,46,0,6.5,7.4,0,14
75695,6,10.9,0.7,2.516,2.469,3.736,3.044,4.048,2208.008,1625.307,5.721,26,60,45,0,6.5,7.4,0,17
73855,5,10.6,0.7,2.524,2.425,3.659,3.024,4.034,2228.769,2303.078,5.93,23,60,44,0,6.5,7.4,0,15
74643,5,10.8,0.7,2.43,2.366,4.062,2.969,4.002,2268.392,2495.244,5.302,11,61,42,0,6.5,7.4,0,14
78353,6,10.6,0.7,2.471,2.388,4.023,2.999,4.049,2336.498,2267,3.602,20,61,44,0,6.5,7.4,0,13
56528,2,10.4,0.9,2.6,2.564,3.251,3.044,4.152,2473.85,3032.751,2.747,16,61,42,0,6.5,7.4,0,1
83704,6,10.8,0.7,2.613,2.578,3.723,3.06,4.07,2397.768,2814.001,5.14,19,61,43,0,6.5,7.4,0,12
78146,6,10.6,0.5,2.579,2.536,3.738,3.03,4.019,2268.645,2495.497,5.14,13,60,40,0,6.5,7.4,0,21
77665,6,10.8,0.4,2.581,2.531,4.048,3.026,4.032,2339.03,3131.746,4.313,19,60,41,0,6.5,7.4,0,20
78680,6,10.9,0.5,2.621,2.568,3.983,3.053,4.038,2333.333,2632.595,4.29,14,59,38,0,6.5,7.4,0,20
79087,6,10.9,0.4,2.64,2.589,4.06,3.059,4.052,2311.433,2422.58,4.144,15,59,38,0,6.5,7.4,0,19
78004,6,11.1,0.2,2.622,2.544,3.993,3.046,4.01,2364.601,3125.669,3.946,17,58,37,0,6.5,7.4,0,20
76191,5,10.9,0,2.535,2.449,3.8,2.984,3.944,2317.256,2325.232,4.129,14,56,35,0,6.5,7.4,0,20
77726,5,11.3,-0.2,2.629,2.56,3.857,3.057,4.015,2565.882,2207.501,4.008,9,55,33,0,6.5,7.4,0,18
76924,5,11.1,-0.4,2.648,2.565,4.028,3.057,3.995,2676.903,3053.892,4.382,20,54,34,0,6.5,7.4,0,18
77012,6,11.3,-0.4,2.611,2.548,3.977,3.053,4,2474.103,3024.143,4.31,17,53,35,0,6.5,7.4,0,20
76131,3,11.3,-0.5,2.662,2.592,4.329,3.078,4.023,2601.454,2502.08,3.316,15,53,34,0,6.5,7.4,0,9
75676,6,11.1,-0.7,2.57,2.491,3.705,3.014,3.951,2621.835,2118.001,4.053,17,51,34,0,6.5,7.4,0,21
76112,6,11.1,-0.9,2.569,2.501,3.8,3.025,3.985,2562.211,3097.313,3.98,18,50,34,0,6.5,7.4,0,20
75715,6,11.3,-1.1,2.533,2.461,3.719,2.999,3.967,2679.688,3023.763,4.049,15,50,32,0,6.5,7.4,0,20
76658,6,11.5,-1.1,2.587,2.508,3.983,3.028,3.982,2785.011,3165.545,3.919,12,49,30,0,6.5,7.4,0,21
77568,6,11.6,-1.1,2.578,2.517,4.462,3.023,3.996,2709.943,3034.777,4.286,11,49,29,0,6.5,7.4,0,18
78142,6,11.8,-1.2,2.592,2.518,4.374,3.037,4,2511.321,1657.082,4.259,11,48,29,0,6.5,7.4,0,18
77708,6,12,-1.4,2.548,2.478,4.236,3.006,3.97,2794.379,3482.531,4.146,11,49,28,0,6.5,7.4,0,18
80506,5,12,-1.6,2.635,2.651,4.206,3.07,4.134,2731.843,2967.177,4.109,10,48,27,0,6.5,7.4,0,14
77915,6,12,-1.6,2.551,2.482,4.35,3.005,4.016,2582.465,2945.15,3.64,8,48,26,0,6.5,7.4,0,20
78018,6,12.2,-1.8,2.549,2.479,4.457,3.006,4.009,2658.42,2359.031,4.064,16,47,27,0,6.5,7.4,0,21
79043,6,11.8,-1.9,2.572,2.524,4.129,3.036,4.052,2605.631,1858.362,4.072,7,45,26,0,6.5,7.4,0,19
76852,5,11.6,-1.8,2.538,2.484,4.351,3.015,4.029,2686.017,3321.633,4.895,10,43,26,0,6.5,7.4,0,21
76667,5,11.8,-1.8,2.529,2.463,4.21,3,4.025,2594.998,3104.529,4.266,5,41,24,0,6.5,7.4,0,20
76975,6,12,-1.6,2.503,2.432,4.113,2.986,4.008,2524.74,2845.269,4.269,15,39,26,0,6.5,7.4,0,20
77251,6,12,-1.6,2.496,2.448,4.005,3.004,4.023,2671.206,3145.038,4.726,13,38,26,0,6.5,7.4,0,18
78888,7,12.2,-1.4,2.5,2.442,3.908,2.992,4.017,2665.889,2540.817,4.433,15,37,26,0,6.5,7.4,0,20
77999,3,12.2,-1.4,2.56,2.507,4.129,3.039,4.058,2647.027,2862.739,3.629,15,35,25,0,6.5,7.4,0,14
78991,6,12.3,-1.4,2.566,2.508,4.018,3.043,4.067,2670.067,2894.766,4.59,10,33,24,0,6.5,7.4,0,18
79127,6,12.5,-1.2,2.507,2.429,3.923,3.001,4.018,2693.486,3500,4.272,9,33,23,0,6.5,7.4,0,20
78654,6,12.5,-1.1,2.5,2.444,3.915,2.999,4.032,2557.906,2801.342,4.658,19,32,25,0,6.5,7.4,0,20
78236,6,12.5,-0.9,2.534,2.465,3.888,3.026,4.052,2519.423,3092.123,4.647,36,32,30,0,6.5,7.4,0,19
77922,6,12.3,-0.7,2.543,2.466,3.809,3.022,4.05,2575.123,2644.748,4.714,12,29,23,0,6.5,7.4,0,13
78831,6,12.2,-0.7,2.533,2.477,4.031,3.023,4.074,2428.024,2591.073,4.602,14,27,24,0,6.5,7.4,0,19
78337,6,12.3,-0.7,2.52,2.444,4.359,3,4.061,2444.987,2393.591,5.416,12,26,25,0,6.5,7.4,0,18
78179,6,11.8,-0.5,2.521,2.464,4.233,3.008,4.076,2531.702,2830.964,5.244,18,25,25,0,6.5,7.4,0,17
78802,5,11.8,-0.5,2.556,2.5,4.179,3.034,4.098,2550.438,2201.045,5.384,13,24,27,0,6.5,7.4,0,16
78392,5,11.8,-0.4,2.469,2.417,4.084,2.985,4.061,2602.593,2731.463,5.292,12,21,28,0,6.5,7.4,0,18
79408,5,11.8,-0.2,2.504,2.451,3.971,3.004,4.088,2557.02,2590.441,5.29,12,21,28,0,6.5,7.4,0,16
78877,5,12,-0.4,2.491,2.421,4.188,2.998,4.069,2504.865,3500,5.136,23,20,31,0,6.5,7.4,0,15
79308,5,12.2,-0.2,2.485,2.412,4.05,2.991,4.048,2505.877,2671.839,4.278,16,20,28,0,6.5,7.4,0,18
79461,6,12,-0.2,2.479,2.41,4.033,2.998,4.055,2564.996,3314.797,5.484,15,19,28,0,6.5,7.4,0,18
81156,7,12,0,2.536,2.46,4.185,3.027,4.065,2375.615,1983.435,4.572,12,18,29,0,6.5,7.4,0,18
81397,5,11.6,0,2.528,2.473,4.4,3.018,4.094,2491.573,2855.27,5.773,20,16,31,0,6.5,7.4,0,17
80652,5,11.5,0.4,2.486,2.419,4.334,2.984,4.072,2317.51,2246.998,5.948,20,17,32,0,6.5,7.4,0,17
81120,6,10.9,0.4,2.563,2.525,4.255,3.035,4.122,2315.737,2344.347,7.441,15,15,34,0,6.5,7.4,0,19
78701,5,10.9,0.2,2.526,2.465,4.127,3.006,4.097,2418.15,3500,7.171,14,14,34,0,6.5,7.4,0,19
78402,5,10.8,0.4,2.497,2.431,3.967,2.991,4.094,2394.35,2975.152,5.775,33,14,39,0,6.5,7.4,0,20
77797,5,10.9,0.4,2.443,2.386,3.782,2.95,4.057,2382.198,3094.275,6.624,11,13,34,0,6.5,7.4,0,20
79764,5,10.9,0.2,2.56,2.516,3.755,3.035,4.126,2305.357,1937.609,5.348,10,13,34,0,6.5,7.4,0,19
77568,6,11.6,0.4,2.485,2.425,3.63,2.994,4.065,2329.156,2341.435,5.065,18,12,34,0,6.5,7.4,0,18
77470,6,11.8,0.4,2.463,2.41,3.502,2.976,4.046,2305.61,3453.161,4.765,20,11,34,0,6.5,7.4,0,18
77446,6,12,0.4,2.435,2.365,3.507,2.957,4.013,2316.75,2476.761,5.813,21,12,33,0,6.5,7.4,0,20
77698,7,11.8,0.5,2.48,2.415,3.448,2.976,4.048,2306.623,3141.493,5.014,19,11,32,0,6.5,7.4,0,19
77306,6,11.6,0.5,2.517,2.467,3.624,2.992,4.098,2438.531,2904.767,4.99,10,10,31,0,6.5,7.4,0,19
76164,6,11.8,0.5,2.474,2.403,3.867,2.963,4.052,2384.603,3085.793,4.981,21,10,33,0,6.5,7.4,0,19
76907,6,11.6,0.5,2.561,2.477,3.726,3.039,4.143,2427.137,2777.669,6.909,20,10,33,0,6.5,7.4,0,18
78658,5,11.3,0.5,2.502,2.449,4.249,3.034,4.112,2224.844,2400.3,8.298,12,10,33,0,4.65,7.2,2.05,18
74867,5,10.9,0.5,2.511,2.445,4.108,3.018,4.11,2327.257,1733.796,9.882,10,9,32,0,4.65,7.2,2.05,19
72789,4,11.1,0.7,2.513,2.429,3.949,3.032,4.091,2357.892,2212.059,8.599,8,9,32,0,4.65,7.2,2.05,16
71024,4,11.1,0.5,2.506,2.433,3.804,3.014,4.071,2216.11,2152.687,8.081,12,8,33,0,4.65,7.2,2.05,17
68674,4,11.5,0.7,2.495,2.432,4.04,3.006,4.061,2265.227,2146.484,9.055,18,7,34,0,4.65,7.2,2.05,16
68868,4,10.9,0.7,2.547,2.491,4.268,3.028,4.09,2287.254,3081.109,8.191,11,5,33,0,4.65,7.2,2.05,14
69291,5,10.9,0.7,2.499,2.424,4.176,3.031,4.036,2332.068,3105.415,8.44,11,4,34,0,4.65,7.2,2.05,20
69546,5,10.8,0.7,2.487,2.427,4.025,3.012,4.022,2225.477,3343.027,8.863,9,3,35,0,4.65,7.2,2.05,19
69239,5,10.4,0.9,2.474,2.403,4.109,2.999,3.994,2309.661,2370.551,7.779,9,3,35,0,4.65,7.2,2.05,19
71057,5,10.6,1.1,2.524,2.466,4.006,3.046,4.043,2301.179,2877.043,8.839,3,2,35,0,4.65,7.2,2.05,24
73022,5,9.9,0.7,2.568,2.535,4.405,3.053,4.106,2575.123,3090.603,7.933,4,0,37,0,4.65,7.2,2.05,25
72224,5,10.2,0.9,2.552,2.503,4.384,3.058,4.076,2612.088,3500,7.168,7,-2,38,0,4.65,7.2,2.05,25
73779,5,10.6,0.7,2.479,2.426,4.207,3.006,4.006,2547.273,3240.741,4.425,10,-2,38,0,4.65,7.2,2.05,24
74487,6,10.9,0.5,2.5,2.447,4.091,3.025,4.013,2457.646,751.32,4.282,7,-3,36,0,4.65,7.2,2.05,27
73720,6,11.3,0.4,2.457,2.403,4.138,2.988,3.997,2623.481,3500,4.051,17,-4,38,0,4.65,7.2,2.05,25
74248,6,11.5,0.5,2.5,2.449,4.054,3.022,4.015,2572.465,2461.95,3.991,13,-3,35,0,4.65,7.2,2.05,25
74362,6,11.6,0.4,2.475,2.424,4.101,3.013,4.001,2685.258,2371.057,3.284,20,-3,37,0,4.65,7.2,2.05,26
73182,5,11.8,0.2,2.456,2.38,3.921,2.98,3.981,2615.379,2995.786,3.091,16,-5,35,0,4.65,7.2,2.05,26
68531,1,11.5,-0.2,2.45,2.374,3.368,2.967,3.898,2762.478,2239.909,2.48,24,-7,37,0,4.65,7.2,2.05,1
74265,5,12,-0.2,2.539,2.487,4.357,3.028,4.008,2575.756,2682.852,3.807,51,-7,44,0,4.65,7.2,2.05,24
72473,5,12,-0.2,2.454,2.376,4.35,2.965,3.97,2775.644,3273.908,3.257,18,-5,35,0,4.65,7.2,2.05,24
71567,6,12,-0.4,2.487,2.432,4.156,2.977,3.97,2719.184,3257.957,3.903,23,-6,36,0,4.65,7.2,2.05,24
70973,5,12.2,-0.5,2.466,2.403,4.194,2.991,3.97,2742.097,2463.469,3.599,24,-6,35,0,4.65,7.2,2.05,21
73512,5,12,-0.4,2.504,2.445,4.497,3.005,3.98,2615.759,2738.679,3.711,22,-6,36,0,4.65,7.2,2.05,19
71654,6,12.2,-0.5,2.497,2.423,4.43,2.999,3.982,2644.115,3258.21,4.237,16,-6,34,0,4.65,7.2,2.05,24
69149,5,12.2,-0.9,2.415,2.354,4.209,2.947,3.943,2664.117,3166.558,4.325,25,-6,35,0,4.65,7.2,2.05,21
71773,5,12,-0.7,2.604,2.553,3.571,3.089,4.07,2483.091,2773.618,5.64,21,-7,35,0,4.65,7.2,2.05,23
69543,5,11.8,-0.9,2.469,2.417,3.936,2.988,3.958,2640.064,3305.555,5.584,14,-7,32,0,4.65,7.2,2.05,26
70148,5,11.8,-1.1,2.544,2.485,3.924,3.031,3.989,2547.653,1565.05,5.783,19,-8,33,0,4.65,7.2,2.05,25
69511,6,11.8,-1.2,2.499,2.452,3.758,3.004,3.962,2659.053,2634.368,5.152,15,-8,32,0,4.65,7.2,2.05,25
69295,6,11.8,-1.2,2.437,2.381,3.852,2.973,3.896,2502.333,3267.325,6.304,10,-11,31,0,4.65,7.2,2.05,26
72029,6,12,-1.8,2.532,2.486,3.954,3.031,3.951,2476.128,3097.819,4.705,15,-11,32,0,4.65,7.2,2.05,24
72090,5,11.8,-1.8,2.49,2.434,4.129,2.993,3.953,2461.191,2614.619,4.199,23,-11,33,0,4.65,7.2,2.05,23
72562,5,12.2,-1.8,2.507,2.443,3.992,3.002,3.972,2652.344,2768.555,4.475,17,-11,31,0,4.65,7.2,2.05,22
82102,6,12,-2.1,2.561,2.511,4.131,3.047,4.123,2439.923,2121.293,5.191,13,-11,32,0,4.65,7.2,2.05,23
75898,5,11.8,-1.9,2.475,2.422,4.28,2.987,4.047,2646.267,1385.29,6.024,19,-12,33,0,4.65,7.2,2.05,24
76230,5,11.6,-1.9,2.548,2.506,4.288,3.036,4.094,2359.411,2195.349,6.22,19,-12,34,0,4.65,7.2,2.05,22
75121,4,11.8,-1.9,2.515,2.456,4.098,3.003,4.004,2439.797,2399.161,4.333,16,-13,35,0,4.65,7.2,2.05,14
78668,5,11.8,-1.8,2.52,2.49,3.901,3.024,4.023,2556.261,3123.137,3.986,14,-12,34,0,4.65,7.2,2.05,24
80091,5,11.8,-1.8,2.581,2.533,3.944,3.042,4.054,2575.376,2022.678,4.113,18,-12,35,0,4.65,7.2,2.05,23
77965,5,12,-1.6,2.486,2.427,4.07,2.974,3.959,2447.266,2164.713,3.468,25,-12,36,0,4.65,7.2,2.05,23
78023,5,12.2,-1.6,2.529,2.477,3.909,3.011,3.998,2696.398,3500,3.765,21,-12,34,0,4.65,7.2,2.05,22
75469,5,12.2,-1.4,2.498,2.438,3.939,2.992,3.951,2450.684,3118.58,3.073,46,-12,42,0,4.65,7.2,2.05,24
75888,5,11.8,-1.2,2.537,2.478,3.661,3.022,3.969,2391.186,2233.199,3.883,13,-5,26,0,4.65,7.2,2.05,23
73197,6,11.5,-1.1,2.459,2.393,3.697,2.969,3.925,2443.721,2436.125,4.102,27,-5,30,0,4.65,7.2,2.05,22
72632,5,11.6,-1.1,2.427,2.35,3.58,2.948,3.923,2344.853,2239.529,4.142,10,-3,27,0,4.65,7.2,2.05,24
73474,6,11.6,-1.1,2.473,2.411,3.443,2.971,3.964,2268.518,3500,4.476,14,-3,29,0,4.65,7.2,2.05,23
74586,6,11.5,-0.9,2.491,2.439,3.349,2.999,3.984,2259.784,2692.98,4.487,10,-3,30,0,4.65,7.2,2.05,22
73137,6,11.5,-0.7,2.461,2.39,3.606,2.962,4.027,2308.015,2434.986,4.9,16,-2,32,0,4.65,7.2,2.05,21
75815,6,11.8,-0.7,2.54,2.475,4.048,3.027,4.089,2318.775,2796.531,5.55,14,-2,33,0,4.65,7.2,2.05,23
74359,5,11.8,-0.5,2.511,2.418,4.157,3,4.08,2329.789,3005.66,5.563,23,-1,33,0,4.65,7.2,2.05,22
77144,6,11.6,-0.4,2.537,2.499,4.113,3.065,4.113,2350.423,3034.397,4.645,14,0,33,0,4.65,7.2,2.05,23
78238,6,11.6,-0.4,2.641,2.614,3.958,3.126,4.247,2364.981,3500,4.884,14,0,34,0,4.65,7.2,2.05,20
78233,7,11.1,-0.4,2.477,2.403,3.915,3.009,4.059,2311.053,1627.966,7.581,20,0,35,0,4.65,7.2,2.05,23
74804,3,10.9,-0.4,2.536,2.478,3.929,3.027,4.102,2448.658,2257.505,7.432,15,0,35,0,4.65,7.2,2.05,20
80525,5,11.1,-0.2,2.777,2.825,4.366,3.198,4.37,2429.923,2457.393,5.82,16,2,34,0,4.65,7.2,2.05,19
77991,6,11.1,-0.2,2.645,2.628,4.126,3.127,4.224,2249.277,2481.319,5.451,16,2,34,0,4.65,7.2,2.05,23
75402,5,11.3,-0.2,2.521,2.437,4.044,3.019,4.063,2403.592,2625.506,5.103,14,4,35,0,4.65,7.2,2.05,22
79985,6,12,-0.2,2.646,2.611,4.212,3.108,4.155,2259.531,2171.803,5.081,21,5,36,0,4.65,7.2,2.05,20
78436,6,12,-0.2,2.622,2.558,4.2,3.097,4.138,2362.323,3302.517,4.348,24,7,35,0,4.65,7.2,2.05,19
76481,5,12.5,0,2.621,2.554,4.144,3.111,4.141,2249.15,3406.322,5.022,24,8,34,0,4.65,7.2,2.05,20
72176,2,12.3,0,2.538,2.454,3.775,3.027,4.063,2322.447,2314.851,3.327,23,8,34,0,4.65,7.2,2.05,1
73781,6,11.6,0.2,2.551,2.467,3.77,3.059,4.097,2343.461,2375.109,4.503,17,8,33,0,4.65,7.2,2.05,20
71657,5,11.5,0.2,2.504,2.399,3.588,3.024,4.045,2302.698,2530.436,4.911,13,8,33,0,4.65,7.2,2.05,14
86512,5,11.1,0,2.596,2.56,3.745,3.08,4.073,2491.193,1949.508,2.444,30,11,39,0,4.65,7.2,2.05,19
81509,5,11.1,0,2.58,2.542,4.038,3.07,4.064,2444.861,2758.427,4.731,17,11,35,0,4.65,7.2,2.05,21
77813,5,11.3,0,2.583,2.507,3.85,3.059,4.039,2582.339,3020.851,4.865,17,12,34,0,4.65,7.2,2.05,24
76376,5,11.1,0,2.581,2.512,3.681,3.07,4.039,2662.724,3095.034,4.308,18,12,34,0,4.65,7.2,2.05,23
75442,6,11.1,-0.2,2.597,2.52,3.54,3.063,4.022,2628.924,2502.459,4.272,14,13,32,0,4.65,7.2,2.05,22
75490,6,11.3,-0.2,2.571,2.499,3.508,3.045,4.013,2488.028,3500,4.68,11,13,31,0,4.65,7.2,2.05,20
75440,5,11.1,-0.4,2.606,2.525,4.13,3.079,4.064,2543.855,3009.078,5.074,6,16,29,0,4.65,7.2,2.05,22
73711,6,11.1,-0.4,2.525,2.438,4.04,3.012,4.009,2692.473,3274.667,4.5,4,17,28,0,4.65,7.2,2.05,23
75175,6,11.1,-0.5,2.629,2.512,3.931,3.058,4.078,2450.177,2445.114,4.91,1,18,26,0,4.65,7.2,2.05,22
71258,2,11.1,-0.4,2.593,2.521,3.377,3.062,4.02,2522.967,2930.085,3.233,1,18,25,0,4.65,7.2,2.05,23
73321,6,11.1,-0.5,2.58,2.508,3.937,3.043,4.023,2581.579,2834.762,4.597,-3,20,24,0,4.65,7.2,2.05,23
74192,5,11.3,-0.9,2.52,2.457,3.588,3.018,4.009,2591.2,2783.113,5.093,4,20,22,0,4.65,7.2,2.05,23
72428,6,11.5,-0.9,2.484,2.376,3.608,2.969,3.976,2652.85,2691.84,4.234,3,20,21,0,4.65,7.2,2.05,23
74749,5,11.6,-0.9,2.589,2.541,3.585,3.075,4.066,2645.381,2569.3,5.008,3,21,20,0,4.65,7.2,2.05,23
73472,6,11.6,-1.1,2.505,2.452,3.575,3.018,4.023,2704.752,2095.215,4.65,12,21,22,0,4.65,7.2,2.05,23
72848,6,11.8,-1.2,2.466,2.392,3.894,2.981,4,2649.052,3500,4.842,4,23,19,0,4.65,7.2,2.05,23
73363,5,11.6,-1.2,2.506,2.434,3.898,3.005,4.046,2529.044,2268.772,4.492,-4,22,16,0,4.65,7.2,2.05,23
78420,6,11.3,-1.1,2.546,2.507,4.077,3.015,4.002,2363.462,2496.763,6.277,9,22,19,0,4.65,7.2,2.05,22
76483,4,11.1,-1.1,2.595,2.551,4.236,3.049,4.035,2424.606,2547.653,5.598,2,22,23,0,4.65,7.2,2.05,17
76379,4,11.5,-1.1,2.55,2.488,4.06,3.013,4.022,2410.301,2687.283,5.14,5,20,25,0,4.65,7.2,2.05,17
77858,4,11.5,-1.1,2.569,2.521,3.916,3.053,4.049,2401.819,2021.032,4.378,7,19,26,0,4.65,7.2,2.05,16
77530,4,11.3,-0.9,2.631,2.586,4.299,3.083,4.106,2542.842,2295.862,4.249,-1,21,24,0,4.65,7.2,2.05,16
75364,5,11.1,-0.7,2.56,2.496,4.076,3.031,4.06,2494.611,2743.49,4.608,0,21,25,0,4.65,7.2,2.05,18
74793,5,11.3,-0.7,2.501,2.436,3.917,3.007,4.032,2628.545,2467.773,4.875,9,21,27,0,4.65,7.2,2.05,17
75650,5,11.3,-0.5,2.537,2.482,3.839,3.025,4.055,2475.369,3428.602,4.8,9,22,28,0,4.65,7.2,2.05,16
76408,5,11.1,-0.5,2.543,2.472,3.758,3.04,4.082,2423.087,3263.527,4.183,26,22,33,0,4.65,7.2,2.05,17
76180,5,11.1,-0.5,2.528,2.482,4.174,3.04,4.084,2408.655,2547.4,3.49,47,22,38,0,4.65,7.2,2.05,17
